Store,Dept,ModelName,wmae_score,ModelType,Version
17,42,Models/XGBoost/XGB_17_42V1.pkl,41.5215,XGB,1
17,44,Models/RandomForest/RF_17_44V1.pkl,808.9261,RF,1
17,44,Models/XGBoost/XGB_17_44V1.pkl,108.3195,XGB,1
17,46,Models/RandomForest/RF_17_46V1.pkl,1639.3261,RF,1
17,46,Models/XGBoost/XGB_17_46V1.pkl,1747.8075,XGB,1
17,48,Models/RandomForest/RF_17_48V1.pkl,442.345,RF,1
17,48,Models/XGBoost/XGB_17_48V1.pkl,247.8326,XGB,1
17,51,Models/RandomForest/RF_17_51V1.pkl,6.1441,RF,1
17,51,Models/XGBoost/XGB_17_51V1.pkl,8.5787,XGB,1
17,36,Models/RandomForest/RF_17_36V1.pkl,421.5807,RF,1
17,36,Models/XGBoost/XGB_17_36V1.pkl,288.1713,XGB,1
17,25,Models/RandomForest/RF_17_25V1.pkl,471.6898,RF,1
17,25,Models/XGBoost/XGB_17_25V1.pkl,199.247,XGB,1
17,24,Models/RandomForest/RF_17_24V1.pkl,355.4251,RF,1
17,24,Models/XGBoost/XGB_17_24V1.pkl,371.5829,XGB,1
17,23,Models/RandomForest/RF_17_23V1.pkl,688.1405,RF,1
17,23,Models/XGBoost/XGB_17_23V1.pkl,904.565,XGB,1
17,3,Models/RandomForest/RF_17_3V1.pkl,1639.1583,RF,1
17,3,Models/XGBoost/XGB_17_3V1.pkl,5185.0238,XGB,1
17,4,Models/RandomForest/RF_17_4V1.pkl,1259.8842,RF,1
17,4,Models/XGBoost/XGB_17_4V1.pkl,1978.2321,XGB,1
17,5,Models/RandomForest/RF_17_5V1.pkl,6108.333000000001,RF,1
17,5,Models/XGBoost/XGB_17_5V1.pkl,4132.5681,XGB,1
17,6,Models/RandomForest/RF_17_6V1.pkl,1581.2718,RF,1
17,6,Models/XGBoost/XGB_17_6V1.pkl,642.6777,XGB,1
17,7,Models/RandomForest/RF_17_7V1.pkl,2509.7992,RF,1
17,7,Models/XGBoost/XGB_17_7V1.pkl,1035.2069,XGB,1
17,8,Models/RandomForest/RF_17_8V1.pkl,822.7787,RF,1
17,8,Models/XGBoost/XGB_17_8V1.pkl,566.4465,XGB,1
17,9,Models/RandomForest/RF_17_9V1.pkl,2367.3727,RF,1
17,9,Models/XGBoost/XGB_17_9V1.pkl,61.1506,XGB,1
17,10,Models/RandomForest/RF_17_10V1.pkl,569.3968,RF,1
17,10,Models/XGBoost/XGB_17_10V1.pkl,41.9762,XGB,1
17,11,Models/RandomForest/RF_17_11V1.pkl,874.3678,RF,1
17,11,Models/XGBoost/XGB_17_11V1.pkl,2007.7603,XGB,1
17,12,Models/RandomForest/RF_17_12V1.pkl,305.9453,RF,1
17,12,Models/XGBoost/XGB_17_12V1.pkl,269.4357,XGB,1
17,13,Models/RandomForest/RF_17_13V1.pkl,908.1527,RF,1
17,13,Models/XGBoost/XGB_17_13V1.pkl,94.7326,XGB,1
17,14,Models/RandomForest/RF_17_14V1.pkl,2151.9746,RF,1
17,14,Models/XGBoost/XGB_17_14V1.pkl,185.6327,XGB,1
17,16,Models/RandomForest/RF_17_16V1.pkl,767.8661,RF,1
17,16,Models/XGBoost/XGB_17_16V1.pkl,617.4019999999998,XGB,1
17,17,Models/RandomForest/RF_17_17V1.pkl,668.3510000000001,RF,1
17,17,Models/XGBoost/XGB_17_17V1.pkl,172.3874,XGB,1
17,18,Models/RandomForest/RF_17_18V1.pkl,1357.3579,RF,1
17,18,Models/XGBoost/XGB_17_18V1.pkl,294.0424,XGB,1
17,19,Models/RandomForest/RF_17_19V1.pkl,592.5761,RF,1
17,19,Models/XGBoost/XGB_17_19V1.pkl,104.9247,XGB,1
17,20,Models/RandomForest/RF_17_20V1.pkl,647.6268,RF,1
17,20,Models/XGBoost/XGB_17_20V1.pkl,493.8984,XGB,1
17,21,Models/RandomForest/RF_17_21V1.pkl,368.8442,RF,1
17,21,Models/XGBoost/XGB_17_21V1.pkl,163.482,XGB,1
17,22,Models/RandomForest/RF_17_22V1.pkl,1156.3469,RF,1
17,22,Models/XGBoost/XGB_17_22V1.pkl,649.372,XGB,1
17,52,Models/RandomForest/RF_17_52V1.pkl,196.2031,RF,1
17,52,Models/XGBoost/XGB_17_52V1.pkl,217.4246,XGB,1
18,21,Models/RandomForest/RF_18_21V1.pkl,515.9928,RF,1
18,21,Models/XGBoost/XGB_18_21V1.pkl,341.7167,XGB,1
17,54,Models/RandomForest/RF_17_54V1.pkl,24.4111,RF,1
17,54,Models/XGBoost/XGB_17_54V1.pkl,32.8801,XGB,1
17,56,Models/RandomForest/RF_17_56V1.pkl,421.754,RF,1
17,56,Models/XGBoost/XGB_17_56V1.pkl,140.6677,XGB,1
18,1,Models/RandomForest/RF_18_1V1.pkl,3330.5046,RF,1
18,1,Models/XGBoost/XGB_18_1V1.pkl,4530.1458,XGB,1
18,2,Models/RandomForest/RF_18_2V1.pkl,1961.1209,RF,1
18,2,Models/XGBoost/XGB_18_2V1.pkl,838.0692,XGB,1
18,3,Models/RandomForest/RF_18_3V1.pkl,1590.3761,RF,1
18,3,Models/XGBoost/XGB_18_3V1.pkl,1648.0942,XGB,1
18,4,Models/RandomForest/RF_18_4V1.pkl,727.6604,RF,1
18,4,Models/XGBoost/XGB_18_4V1.pkl,223.8581,XGB,1
18,5,Models/RandomForest/RF_18_5V1.pkl,4450.8467,RF,1
18,5,Models/XGBoost/XGB_18_5V1.pkl,822.9031,XGB,1
18,6,Models/RandomForest/RF_18_6V1.pkl,1976.4986,RF,1
18,6,Models/XGBoost/XGB_18_6V1.pkl,510.0169,XGB,1
18,7,Models/RandomForest/RF_18_7V1.pkl,4214.0802,RF,1
18,7,Models/XGBoost/XGB_18_7V1.pkl,1240.7017,XGB,1
18,8,Models/RandomForest/RF_18_8V1.pkl,895.6957,RF,1
18,8,Models/XGBoost/XGB_18_8V1.pkl,1633.3638,XGB,1
17,98,Models/RandomForest/RF_17_98V1.pkl,40.5214,RF,1
17,98,Models/XGBoost/XGB_17_98V1.pkl,54.0919,XGB,1
18,9,Models/RandomForest/RF_18_9V1.pkl,1061.5016,RF,1
18,9,Models/XGBoost/XGB_18_9V1.pkl,346.3327,XGB,1
18,11,Models/RandomForest/RF_18_11V1.pkl,2059.8722,RF,1
18,11,Models/XGBoost/XGB_18_11V1.pkl,182.3025,XGB,1
18,12,Models/RandomForest/RF_18_12V1.pkl,208.6381,RF,1
18,12,Models/XGBoost/XGB_18_12V1.pkl,46.9385,XGB,1
18,13,Models/RandomForest/RF_18_13V1.pkl,1561.9166,RF,1
18,13,Models/XGBoost/XGB_18_13V1.pkl,449.0195,XGB,1
18,14,Models/RandomForest/RF_18_14V1.pkl,2839.6111,RF,1
18,14,Models/XGBoost/XGB_18_14V1.pkl,1549.2625,XGB,1
18,16,Models/RandomForest/RF_18_16V1.pkl,1485.9711,RF,1
18,16,Models/XGBoost/XGB_18_16V1.pkl,504.0041,XGB,1
18,17,Models/RandomForest/RF_18_17V1.pkl,1452.3496,RF,1
18,17,Models/XGBoost/XGB_18_17V1.pkl,222.6627,XGB,1
18,18,Models/RandomForest/RF_18_18V1.pkl,1336.9052,RF,1
18,18,Models/XGBoost/XGB_18_18V1.pkl,4352.7159999999985,XGB,1
18,19,Models/RandomForest/RF_18_19V1.pkl,270.2121,RF,1
18,19,Models/XGBoost/XGB_18_19V1.pkl,7.0814,XGB,1
18,10,Models/RandomForest/RF_18_10V1.pkl,1110.4524,RF,1
18,10,Models/XGBoost/XGB_18_10V1.pkl,229.032,XGB,1
17,97,Models/RandomForest/RF_17_97V1.pkl,351.4729,RF,1
17,97,Models/XGBoost/XGB_17_97V1.pkl,70.1696,XGB,1
17,95,Models/RandomForest/RF_17_95V1.pkl,1191.4284,RF,1
17,95,Models/XGBoost/XGB_17_95V1.pkl,8507.1744,XGB,1
17,94,Models/RandomForest/RF_17_94V1.pkl,397.35,RF,1
17,94,Models/XGBoost/XGB_17_94V1.pkl,693.2668,XGB,1
17,58,Models/RandomForest/RF_17_58V1.pkl,508.6305,RF,1
17,58,Models/XGBoost/XGB_17_58V1.pkl,270.5245,XGB,1
17,59,Models/RandomForest/RF_17_59V1.pkl,95.4379,RF,1
17,59,Models/XGBoost/XGB_17_59V1.pkl,45.2517,XGB,1
17,60,Models/RandomForest/RF_17_60V1.pkl,90.0065,RF,1
17,60,Models/XGBoost/XGB_17_60V1.pkl,72.9975,XGB,1
17,67,Models/RandomForest/RF_17_67V1.pkl,835.7072,RF,1
17,67,Models/XGBoost/XGB_17_67V1.pkl,787.3745,XGB,1
17,71,Models/RandomForest/RF_17_71V1.pkl,368.3233,RF,1
17,71,Models/XGBoost/XGB_17_71V1.pkl,92.8332,XGB,1
17,72,Models/RandomForest/RF_17_72V1.pkl,7128.0186,RF,1
17,72,Models/XGBoost/XGB_17_72V1.pkl,7491.7925,XGB,1
17,74,Models/RandomForest/RF_17_74V1.pkl,1407.9508,RF,1
17,74,Models/XGBoost/XGB_17_74V1.pkl,1272.9878,XGB,1
17,78,Models/RandomForest/RF_17_78V1.pkl,2.9365,RF,1
17,78,Models/XGBoost/XGB_17_78V1.pkl,8.6575,XGB,1
17,79,Models/RandomForest/RF_17_79V1.pkl,959.6585,RF,1
17,79,Models/XGBoost/XGB_17_79V1.pkl,446.9665,XGB,1
17,80,Models/RandomForest/RF_17_80V1.pkl,75.4485,RF,1
17,80,Models/XGBoost/XGB_17_80V1.pkl,5.7172,XGB,1
17,81,Models/RandomForest/RF_17_81V1.pkl,636.3806,RF,1
17,81,Models/XGBoost/XGB_17_81V1.pkl,726.8211,XGB,1
17,82,Models/RandomForest/RF_17_82V1.pkl,1260.8264,RF,1
17,82,Models/XGBoost/XGB_17_82V1.pkl,51.262,XGB,1
17,83,Models/RandomForest/RF_17_83V1.pkl,42.4642,RF,1
17,83,Models/XGBoost/XGB_17_83V1.pkl,52.2452,XGB,1
17,85,Models/RandomForest/RF_17_85V1.pkl,404.2886,RF,1
17,85,Models/XGBoost/XGB_17_85V1.pkl,79.5332,XGB,1
17,87,Models/RandomForest/RF_17_87V1.pkl,805.4467,RF,1
17,87,Models/XGBoost/XGB_17_87V1.pkl,701.7155,XGB,1
17,90,Models/RandomForest/RF_17_90V1.pkl,1788.2983,RF,1
17,90,Models/XGBoost/XGB_17_90V1.pkl,216.9399,XGB,1
17,91,Models/RandomForest/RF_17_91V1.pkl,540.7028,RF,1
17,91,Models/XGBoost/XGB_17_91V1.pkl,622.3354,XGB,1
17,92,Models/RandomForest/RF_17_92V1.pkl,7279.5455,RF,1
17,92,Models/XGBoost/XGB_17_92V1.pkl,3688.2527,XGB,1
17,93,Models/RandomForest/RF_17_93V1.pkl,356.6235,RF,1
17,93,Models/XGBoost/XGB_17_93V1.pkl,29.1855,XGB,1
17,55,Models/RandomForest/RF_17_55V1.pkl,1370.5375,RF,1
17,55,Models/XGBoost/XGB_17_55V1.pkl,360.1698,XGB,1
16,24,Models/RandomForest/RF_16_24V1.pkl,329.8869,RF,1
16,24,Models/XGBoost/XGB_16_24V1.pkl,313.5297,XGB,1
16,23,Models/RandomForest/RF_16_23V1.pkl,878.6721,RF,1
16,23,Models/XGBoost/XGB_16_23V1.pkl,170.1912,XGB,1
16,22,Models/RandomForest/RF_16_22V1.pkl,362.0649,RF,1
16,22,Models/XGBoost/XGB_16_22V1.pkl,451.5456,XGB,1
20,24,Models/RandomForest/RF_20_24V1.pkl,721.9184,RF,1
20,24,Models/XGBoost/XGB_20_24V1.pkl,618.9207,XGB,1
20,25,Models/RandomForest/RF_20_25V1.pkl,1046.9069,RF,1
20,25,Models/XGBoost/XGB_20_25V1.pkl,2515.097,XGB,1
20,26,Models/RandomForest/RF_20_26V1.pkl,1186.5443,RF,1
20,26,Models/XGBoost/XGB_20_26V1.pkl,1186.682,XGB,1
20,27,Models/RandomForest/RF_20_27V1.pkl,234.49099999999999,RF,1
20,27,Models/XGBoost/XGB_20_27V1.pkl,132.9809,XGB,1
20,28,Models/RandomForest/RF_20_28V1.pkl,84.9006,RF,1
20,28,Models/XGBoost/XGB_20_28V1.pkl,104.3576,XGB,1
20,29,Models/RandomForest/RF_20_29V1.pkl,479.94,RF,1
20,29,Models/XGBoost/XGB_20_29V1.pkl,466.9612,XGB,1
20,30,Models/RandomForest/RF_20_30V1.pkl,243.1938,RF,1
20,30,Models/XGBoost/XGB_20_30V1.pkl,79.0029,XGB,1
20,31,Models/RandomForest/RF_20_31V1.pkl,264.89,RF,1
20,31,Models/XGBoost/XGB_20_31V1.pkl,124.054,XGB,1
20,23,Models/RandomForest/RF_20_23V1.pkl,4203.7836,RF,1
20,23,Models/XGBoost/XGB_20_23V1.pkl,2031.0720000000001,XGB,1
20,32,Models/RandomForest/RF_20_32V1.pkl,1404.8637,RF,1
20,32,Models/XGBoost/XGB_20_32V1.pkl,505.5443,XGB,1
20,34,Models/RandomForest/RF_20_34V1.pkl,1990.9139,RF,1
20,34,Models/XGBoost/XGB_20_34V1.pkl,604.6343,XGB,1
20,35,Models/RandomForest/RF_20_35V1.pkl,496.358,RF,1
20,35,Models/XGBoost/XGB_20_35V1.pkl,125.3295,XGB,1
20,36,Models/RandomForest/RF_20_36V1.pkl,475.6698,RF,1
20,36,Models/XGBoost/XGB_20_36V1.pkl,253.2645,XGB,1
20,37,Models/RandomForest/RF_20_37V1.pkl,165.3028,RF,1
20,37,Models/XGBoost/XGB_20_37V1.pkl,35.509,XGB,1
20,38,Models/RandomForest/RF_20_38V1.pkl,4732.5211,RF,1
20,38,Models/XGBoost/XGB_20_38V1.pkl,577.7754,XGB,1
20,40,Models/RandomForest/RF_20_40V1.pkl,1904.8169,RF,1
20,40,Models/XGBoost/XGB_20_40V1.pkl,2041.507,XGB,1
20,41,Models/RandomForest/RF_20_41V1.pkl,1473.8652,RF,1
20,41,Models/XGBoost/XGB_20_41V1.pkl,2987.4862,XGB,1
20,42,Models/RandomForest/RF_20_42V1.pkl,464.524,RF,1
20,42,Models/XGBoost/XGB_20_42V1.pkl,136.4193,XGB,1
20,33,Models/RandomForest/RF_20_33V1.pkl,777.9729,RF,1
20,33,Models/XGBoost/XGB_20_33V1.pkl,80.9471,XGB,1
20,22,Models/RandomForest/RF_20_22V1.pkl,1846.3391,RF,1
20,22,Models/XGBoost/XGB_20_22V1.pkl,5147.6807,XGB,1
20,21,Models/RandomForest/RF_20_21V1.pkl,646.3556,RF,1
20,21,Models/XGBoost/XGB_20_21V1.pkl,77.1356,XGB,1
20,20,Models/RandomForest/RF_20_20V1.pkl,475.3791,RF,1
20,20,Models/XGBoost/XGB_20_20V1.pkl,484.3117,XGB,1
19,98,Models/RandomForest/RF_19_98V1.pkl,630.0891,RF,1
19,98,Models/XGBoost/XGB_19_98V1.pkl,368.1529,XGB,1
20,1,Models/RandomForest/RF_20_1V1.pkl,3777.4731,RF,1
20,1,Models/XGBoost/XGB_20_1V1.pkl,106.3575,XGB,1
20,2,Models/RandomForest/RF_20_2V1.pkl,3071.7247,RF,1
20,2,Models/XGBoost/XGB_20_2V1.pkl,3876.9825,XGB,1
20,3,Models/RandomForest/RF_20_3V1.pkl,1246.2903,RF,1
20,3,Models/XGBoost/XGB_20_3V1.pkl,948.0218,XGB,1
20,4,Models/RandomForest/RF_20_4V1.pkl,1573.2246,RF,1
20,4,Models/XGBoost/XGB_20_4V1.pkl,294.3471,XGB,1
20,5,Models/RandomForest/RF_20_5V1.pkl,5347.6782,RF,1
20,5,Models/XGBoost/XGB_20_5V1.pkl,1787.0914,XGB,1
20,6,Models/RandomForest/RF_20_6V1.pkl,2357.7045,RF,1
20,6,Models/XGBoost/XGB_20_6V1.pkl,1573.1023,XGB,1
20,7,Models/RandomForest/RF_20_7V1.pkl,7278.8995,RF,1
20,7,Models/XGBoost/XGB_20_7V1.pkl,3898.6266,XGB,1
20,8,Models/RandomForest/RF_20_8V1.pkl,3237.7309,RF,1
20,8,Models/XGBoost/XGB_20_8V1.pkl,743.8972,XGB,1
20,9,Models/RandomForest/RF_20_9V1.pkl,3487.6258,RF,1
20,9,Models/XGBoost/XGB_20_9V1.pkl,1243.7142,XGB,1
20,10,Models/RandomForest/RF_20_10V1.pkl,2441.7256,RF,1
20,10,Models/XGBoost/XGB_20_10V1.pkl,591.158,XGB,1
20,11,Models/RandomForest/RF_20_11V1.pkl,2604.1397,RF,1
20,11,Models/XGBoost/XGB_20_11V1.pkl,2127.4666,XGB,1
20,12,Models/RandomForest/RF_20_12V1.pkl,386.4525,RF,1
20,12,Models/XGBoost/XGB_20_12V1.pkl,347.8128,XGB,1
20,13,Models/RandomForest/RF_20_13V1.pkl,1402.078,RF,1
20,13,Models/XGBoost/XGB_20_13V1.pkl,345.6591,XGB,1
20,14,Models/RandomForest/RF_20_14V1.pkl,1911.2315,RF,1
20,14,Models/XGBoost/XGB_20_14V1.pkl,1690.3635,XGB,1
20,16,Models/RandomForest/RF_20_16V1.pkl,2255.8543,RF,1
20,16,Models/XGBoost/XGB_20_16V1.pkl,1366.0616,XGB,1
20,17,Models/RandomForest/RF_20_17V1.pkl,1676.2271,RF,1
20,17,Models/XGBoost/XGB_20_17V1.pkl,683.2410000000001,XGB,1
20,18,Models/RandomForest/RF_20_18V1.pkl,1790.8898,RF,1
20,18,Models/XGBoost/XGB_20_18V1.pkl,920.1627,XGB,1
20,19,Models/RandomForest/RF_20_19V1.pkl,56.0635,RF,1
20,19,Models/XGBoost/XGB_20_19V1.pkl,91.8303,XGB,1
20,44,Models/RandomForest/RF_20_44V1.pkl,469.1328,RF,1
20,44,Models/XGBoost/XGB_20_44V1.pkl,22.8167,XGB,1
19,97,Models/RandomForest/RF_19_97V1.pkl,414.2105,RF,1
19,97,Models/XGBoost/XGB_19_97V1.pkl,216.29,XGB,1
20,45,Models/RandomForest/RF_20_45V1.pkl,6.2639,RF,1
20,45,Models/XGBoost/XGB_20_45V1.pkl,4.3224,XGB,1
20,48,Models/RandomForest/RF_20_48V1.pkl,724.6477,RF,1
20,48,Models/XGBoost/XGB_20_48V1.pkl,56.1287,XGB,1
20,92,Models/RandomForest/RF_20_92V1.pkl,7533.2108,RF,1
20,92,Models/XGBoost/XGB_20_92V1.pkl,1309.599,XGB,1
20,93,Models/RandomForest/RF_20_93V1.pkl,3024.9311,RF,1
20,93,Models/XGBoost/XGB_20_93V1.pkl,1923.1053,XGB,1
20,94,Models/RandomForest/RF_20_94V1.pkl,3050.9984,RF,1
20,94,Models/XGBoost/XGB_20_94V1.pkl,647.4539,XGB,1
20,95,Models/RandomForest/RF_20_95V1.pkl,2831.3691,RF,1
20,95,Models/XGBoost/XGB_20_95V1.pkl,3005.2659999999996,XGB,1
20,97,Models/RandomForest/RF_20_97V1.pkl,798.512,RF,1
20,97,Models/XGBoost/XGB_20_97V1.pkl,3833.0959999999995,XGB,1
20,98,Models/RandomForest/RF_20_98V1.pkl,681.2194,RF,1
20,98,Models/XGBoost/XGB_20_98V1.pkl,1200.1386,XGB,1
15,98,Models/RandomForest/RF_15_98V1.pkl,77.5831,RF,1
15,98,Models/XGBoost/XGB_15_98V1.pkl,90.5306,XGB,1
15,97,Models/RandomForest/RF_15_97V1.pkl,129.9372,RF,1
15,97,Models/XGBoost/XGB_15_97V1.pkl,114.3422,XGB,1
20,91,Models/RandomForest/RF_20_91V1.pkl,1504.3725,RF,1
20,91,Models/XGBoost/XGB_20_91V1.pkl,350.9343,XGB,1
15,96,Models/RandomForest/RF_15_96V1.pkl,283.7058,RF,1
15,96,Models/XGBoost/XGB_15_96V1.pkl,217.7163,XGB,1
15,94,Models/RandomForest/RF_15_94V1.pkl,127.4082,RF,1
15,94,Models/XGBoost/XGB_15_94V1.pkl,71.1652,XGB,1
15,93,Models/RandomForest/RF_15_93V1.pkl,51.3899,RF,1
15,93,Models/XGBoost/XGB_15_93V1.pkl,51.4528,XGB,1
15,92,Models/RandomForest/RF_15_92V1.pkl,518.4237,RF,1
15,92,Models/XGBoost/XGB_15_92V1.pkl,336.8780000000001,XGB,1
15,91,Models/RandomForest/RF_15_91V1.pkl,175.615,RF,1
15,91,Models/XGBoost/XGB_15_91V1.pkl,47.294,XGB,1
15,90,Models/RandomForest/RF_15_90V1.pkl,108.294,RF,1
15,90,Models/XGBoost/XGB_15_90V1.pkl,197.4856,XGB,1
15,87,Models/RandomForest/RF_15_87V1.pkl,512.196,RF,1
15,87,Models/XGBoost/XGB_15_87V1.pkl,67.6193,XGB,1
15,85,Models/RandomForest/RF_15_85V1.pkl,284.2141,RF,1
15,85,Models/XGBoost/XGB_15_85V1.pkl,185.2338,XGB,1
15,83,Models/RandomForest/RF_15_83V1.pkl,40.8078,RF,1
15,83,Models/XGBoost/XGB_15_83V1.pkl,5.8506,XGB,1
15,95,Models/RandomForest/RF_15_95V1.pkl,1245.8487,RF,1
15,95,Models/XGBoost/XGB_15_95V1.pkl,1351.0121,XGB,1
20,90,Models/RandomForest/RF_20_90V1.pkl,2441.7145,RF,1
20,90,Models/XGBoost/XGB_20_90V1.pkl,183.5497,XGB,1
20,87,Models/RandomForest/RF_20_87V1.pkl,2151.7026,RF,1
20,87,Models/XGBoost/XGB_20_87V1.pkl,1967.0243,XGB,1
20,85,Models/RandomForest/RF_20_85V1.pkl,597.1737,RF,1
20,85,Models/XGBoost/XGB_20_85V1.pkl,131.3856,XGB,1
20,49,Models/RandomForest/RF_20_49V1.pkl,939.9749,RF,1
20,49,Models/XGBoost/XGB_20_49V1.pkl,286.2270000000001,XGB,1
20,50,Models/RandomForest/RF_20_50V1.pkl,232.9669,RF,1
20,50,Models/XGBoost/XGB_20_50V1.pkl,34.4076,XGB,1
20,51,Models/RandomForest/RF_20_51V1.pkl,3.2230000000000003,RF,1
20,51,Models/XGBoost/XGB_20_51V1.pkl,8.2331,XGB,1
20,52,Models/RandomForest/RF_20_52V1.pkl,454.7964,RF,1
20,52,Models/XGBoost/XGB_20_52V1.pkl,436.7987,XGB,1
20,54,Models/RandomForest/RF_20_54V1.pkl,57.3619,RF,1
20,54,Models/XGBoost/XGB_20_54V1.pkl,71.2917,XGB,1
20,55,Models/RandomForest/RF_20_55V1.pkl,2142.8502,RF,1
20,55,Models/XGBoost/XGB_20_55V1.pkl,550.6929,XGB,1
20,56,Models/RandomForest/RF_20_56V1.pkl,671.7357,RF,1
20,56,Models/XGBoost/XGB_20_56V1.pkl,170.225,XGB,1
20,58,Models/RandomForest/RF_20_58V1.pkl,651.4364,RF,1
20,58,Models/XGBoost/XGB_20_58V1.pkl,881.4824,XGB,1
20,59,Models/RandomForest/RF_20_59V1.pkl,421.077,RF,1
20,59,Models/XGBoost/XGB_20_59V1.pkl,399.4764,XGB,1
20,60,Models/RandomForest/RF_20_60V1.pkl,42.3038,RF,1
20,60,Models/XGBoost/XGB_20_60V1.pkl,50.1738,XGB,1
20,67,Models/RandomForest/RF_20_67V1.pkl,1560.3705,RF,1
20,67,Models/XGBoost/XGB_20_67V1.pkl,128.1343,XGB,1
20,71,Models/RandomForest/RF_20_71V1.pkl,526.7115,RF,1
20,71,Models/XGBoost/XGB_20_71V1.pkl,717.4756,XGB,1
20,72,Models/RandomForest/RF_20_72V1.pkl,10793.148000000001,RF,1
20,72,Models/XGBoost/XGB_20_72V1.pkl,1906.7947,XGB,1
20,74,Models/RandomForest/RF_20_74V1.pkl,1817.9506,RF,1
20,74,Models/XGBoost/XGB_20_74V1.pkl,328.7114,XGB,1
20,79,Models/RandomForest/RF_20_79V1.pkl,1202.4806,RF,1
20,79,Models/XGBoost/XGB_20_79V1.pkl,1136.2081,XGB,1
20,80,Models/RandomForest/RF_20_80V1.pkl,850.6638,RF,1
20,80,Models/XGBoost/XGB_20_80V1.pkl,201.6638,XGB,1
20,81,Models/RandomForest/RF_20_81V1.pkl,1287.7349,RF,1
20,81,Models/XGBoost/XGB_20_81V1.pkl,325.0472,XGB,1
20,82,Models/RandomForest/RF_20_82V1.pkl,2612.5815,RF,1
20,82,Models/XGBoost/XGB_20_82V1.pkl,2017.9411,XGB,1
20,83,Models/RandomForest/RF_20_83V1.pkl,417.7924,RF,1
20,83,Models/XGBoost/XGB_20_83V1.pkl,32.2969,XGB,1
20,46,Models/RandomForest/RF_20_46V1.pkl,1738.5309,RF,1
20,46,Models/XGBoost/XGB_20_46V1.pkl,2134.007,XGB,1
19,96,Models/RandomForest/RF_19_96V1.pkl,1002.7563,RF,1
19,96,Models/XGBoost/XGB_19_96V1.pkl,332.5681,XGB,1
19,95,Models/RandomForest/RF_19_95V1.pkl,1965.3099,RF,1
19,95,Models/XGBoost/XGB_19_95V1.pkl,2204.3737,XGB,1
19,94,Models/RandomForest/RF_19_94V1.pkl,1681.0987,RF,1
19,94,Models/XGBoost/XGB_19_94V1.pkl,549.9569,XGB,1
19,4,Models/RandomForest/RF_19_4V1.pkl,954.9652,RF,1
19,4,Models/XGBoost/XGB_19_4V1.pkl,162.2829,XGB,1
19,5,Models/RandomForest/RF_19_5V1.pkl,4786.2417,RF,1
19,5,Models/XGBoost/XGB_19_5V1.pkl,6411.7973,XGB,1
19,6,Models/RandomForest/RF_19_6V1.pkl,1188.7679,RF,1
19,6,Models/XGBoost/XGB_19_6V1.pkl,118.6084,XGB,1
19,7,Models/RandomForest/RF_19_7V1.pkl,3262.895,RF,1
19,7,Models/XGBoost/XGB_19_7V1.pkl,2772.0656,XGB,1
19,8,Models/RandomForest/RF_19_8V1.pkl,1572.8149,RF,1
19,8,Models/XGBoost/XGB_19_8V1.pkl,2068.405,XGB,1
19,9,Models/RandomForest/RF_19_9V1.pkl,1667.7945,RF,1
19,9,Models/XGBoost/XGB_19_9V1.pkl,2770.1199,XGB,1
19,10,Models/RandomForest/RF_19_10V1.pkl,2098.4711,RF,1
19,10,Models/XGBoost/XGB_19_10V1.pkl,1670.3773,XGB,1
19,11,Models/RandomForest/RF_19_11V1.pkl,2171.5504,RF,1
19,11,Models/XGBoost/XGB_19_11V1.pkl,1422.8967,XGB,1
19,3,Models/RandomForest/RF_19_3V1.pkl,1444.1398,RF,1
19,3,Models/XGBoost/XGB_19_3V1.pkl,137.8053,XGB,1
19,12,Models/RandomForest/RF_19_12V1.pkl,316.6827,RF,1
19,12,Models/XGBoost/XGB_19_12V1.pkl,245.3526,XGB,1
19,14,Models/RandomForest/RF_19_14V1.pkl,1680.0541,RF,1
19,14,Models/XGBoost/XGB_19_14V1.pkl,201.8096,XGB,1
19,16,Models/RandomForest/RF_19_16V1.pkl,1925.1129999999998,RF,1
19,16,Models/XGBoost/XGB_19_16V1.pkl,1552.8557,XGB,1
19,17,Models/RandomForest/RF_19_17V1.pkl,1156.7249,RF,1
19,17,Models/XGBoost/XGB_19_17V1.pkl,74.5573,XGB,1
19,18,Models/RandomForest/RF_19_18V1.pkl,2130.8682,RF,1
19,18,Models/XGBoost/XGB_19_18V1.pkl,859.6557,XGB,1
19,20,Models/RandomForest/RF_19_20V1.pkl,334.7382,RF,1
19,20,Models/XGBoost/XGB_19_20V1.pkl,149.7922,XGB,1
19,21,Models/RandomForest/RF_19_21V1.pkl,755.3142,RF,1
19,21,Models/XGBoost/XGB_19_21V1.pkl,451.6222,XGB,1
19,22,Models/RandomForest/RF_19_22V1.pkl,659.1367,RF,1
19,22,Models/XGBoost/XGB_19_22V1.pkl,1110.9571,XGB,1
19,23,Models/RandomForest/RF_19_23V1.pkl,1736.6526,RF,1
19,23,Models/XGBoost/XGB_19_23V1.pkl,464.2085,XGB,1
19,13,Models/RandomForest/RF_19_13V1.pkl,638.4629,RF,1
19,13,Models/XGBoost/XGB_19_13V1.pkl,1039.2802,XGB,1
19,2,Models/RandomForest/RF_19_2V1.pkl,1957.1292,RF,1
19,2,Models/XGBoost/XGB_19_2V1.pkl,6557.5407,XGB,1
