Store,Dept,ModelName,wmae_score,ModelType,Version
34,55,Models/XGBoost/XGB_34_55V1.pkl,246.548,XGB,1
34,56,Models/RandomForest/RF_34_56V1.pkl,376.1681,RF,1
34,56,Models/XGBoost/XGB_34_56V1.pkl,9.1051,XGB,1
34,58,Models/RandomForest/RF_34_58V1.pkl,654.1596,RF,1
34,58,Models/XGBoost/XGB_34_58V1.pkl,47.7198,XGB,1
34,59,Models/RandomForest/RF_34_59V1.pkl,120.4913,RF,1
34,59,Models/XGBoost/XGB_34_59V1.pkl,2.5986,XGB,1
34,65,Models/RandomForest/RF_34_65V1.pkl,992.1428,RF,1
34,65,Models/XGBoost/XGB_34_65V1.pkl,434.7847,XGB,1
34,67,Models/RandomForest/RF_34_67V1.pkl,772.0844,RF,1
34,67,Models/XGBoost/XGB_34_67V1.pkl,112.6149,XGB,1
7,96,Models/RandomForest/RF_7_96V1.pkl,153.7619,RF,1
7,96,Models/XGBoost/XGB_7_96V1.pkl,52.5012,XGB,1
7,25,Models/RandomForest/RF_7_25V1.pkl,496.1373,RF,1
7,25,Models/XGBoost/XGB_7_25V1.pkl,684.4396,XGB,1
7,95,Models/RandomForest/RF_7_95V1.pkl,942.5923,RF,1
7,95,Models/XGBoost/XGB_7_95V1.pkl,898.7847,XGB,1
7,93,Models/RandomForest/RF_7_93V1.pkl,115.6524,RF,1
7,93,Models/XGBoost/XGB_7_93V1.pkl,146.0191,XGB,1
7,47,Models/RandomForest/RF_7_47V1.pkl,131.8447,RF,1
7,47,Models/XGBoost/XGB_7_47V1.pkl,98.1586,XGB,1
7,46,Models/RandomForest/RF_7_46V1.pkl,498.7752,RF,1
7,46,Models/XGBoost/XGB_7_46V1.pkl,379.0625,XGB,1
7,45,Models/RandomForest/RF_7_45V1.pkl,7.5137,RF,1
7,45,Models/XGBoost/XGB_7_45V1.pkl,14.6487,XGB,1
7,44,Models/RandomForest/RF_7_44V1.pkl,195.9657,RF,1
7,44,Models/XGBoost/XGB_7_44V1.pkl,546.3158,XGB,1
7,42,Models/RandomForest/RF_7_42V1.pkl,245.5134,RF,1
7,42,Models/XGBoost/XGB_7_42V1.pkl,55.4752,XGB,1
7,41,Models/RandomForest/RF_7_41V1.pkl,263.0976,RF,1
7,41,Models/XGBoost/XGB_7_41V1.pkl,148.9325,XGB,1
7,40,Models/RandomForest/RF_7_40V1.pkl,628.5205,RF,1
7,40,Models/XGBoost/XGB_7_40V1.pkl,732.6116,XGB,1
7,38,Models/RandomForest/RF_7_38V1.pkl,2334.0927,RF,1
7,38,Models/XGBoost/XGB_7_38V1.pkl,1472.4353,XGB,1
7,49,Models/RandomForest/RF_7_49V1.pkl,10.4754,RF,1
7,49,Models/XGBoost/XGB_7_49V1.pkl,9.1333,XGB,1
7,36,Models/RandomForest/RF_7_36V1.pkl,235.4278,RF,1
7,36,Models/XGBoost/XGB_7_36V1.pkl,666.7641,XGB,1
7,34,Models/RandomForest/RF_7_34V1.pkl,404.2134,RF,1
7,34,Models/XGBoost/XGB_7_34V1.pkl,137.5146,XGB,1
7,33,Models/RandomForest/RF_7_33V1.pkl,170.958,RF,1
7,33,Models/XGBoost/XGB_7_33V1.pkl,210.6119,XGB,1
7,32,Models/RandomForest/RF_7_32V1.pkl,685.1025,RF,1
7,32,Models/XGBoost/XGB_7_32V1.pkl,225.1022,XGB,1
7,31,Models/RandomForest/RF_7_31V1.pkl,209.3859,RF,1
7,31,Models/XGBoost/XGB_7_31V1.pkl,196.0374,XGB,1
7,30,Models/RandomForest/RF_7_30V1.pkl,60.6064,RF,1
7,30,Models/XGBoost/XGB_7_30V1.pkl,3.069,XGB,1
7,29,Models/RandomForest/RF_7_29V1.pkl,84.2695,RF,1
7,29,Models/XGBoost/XGB_7_29V1.pkl,66.2274,XGB,1
7,28,Models/RandomForest/RF_7_28V1.pkl,26.7212,RF,1
7,28,Models/XGBoost/XGB_7_28V1.pkl,26.0976,XGB,1
7,27,Models/RandomForest/RF_7_27V1.pkl,64.0719,RF,1
7,27,Models/XGBoost/XGB_7_27V1.pkl,48.5849,XGB,1
7,35,Models/RandomForest/RF_7_35V1.pkl,50.8554,RF,1
7,35,Models/XGBoost/XGB_7_35V1.pkl,81.5167,XGB,1
7,51,Models/RandomForest/RF_7_51V1.pkl,17.3061,RF,1
7,51,Models/XGBoost/XGB_7_51V1.pkl,18.0299,XGB,1
7,52,Models/RandomForest/RF_7_52V1.pkl,141.4183,RF,1
7,52,Models/XGBoost/XGB_7_52V1.pkl,192.2307,XGB,1
7,54,Models/RandomForest/RF_7_54V1.pkl,23.7062,RF,1
7,54,Models/XGBoost/XGB_7_54V1.pkl,25.7979,XGB,1
7,92,Models/RandomForest/RF_7_92V1.pkl,815.2536,RF,1
7,92,Models/XGBoost/XGB_7_92V1.pkl,76.4674,XGB,1
7,91,Models/RandomForest/RF_7_91V1.pkl,325.7027,RF,1
7,91,Models/XGBoost/XGB_7_91V1.pkl,543.467,XGB,1
7,90,Models/RandomForest/RF_7_90V1.pkl,859.9479,RF,1
7,90,Models/XGBoost/XGB_7_90V1.pkl,862.16,XGB,1
7,87,Models/RandomForest/RF_7_87V1.pkl,874.2467,RF,1
7,87,Models/XGBoost/XGB_7_87V1.pkl,76.8277,XGB,1
7,85,Models/RandomForest/RF_7_85V1.pkl,152.1697,RF,1
7,85,Models/XGBoost/XGB_7_85V1.pkl,248.4608,XGB,1
7,83,Models/RandomForest/RF_7_83V1.pkl,42.2339,RF,1
7,83,Models/XGBoost/XGB_7_83V1.pkl,21.0577,XGB,1
7,82,Models/RandomForest/RF_7_82V1.pkl,834.2426,RF,1
7,82,Models/XGBoost/XGB_7_82V1.pkl,318.1946,XGB,1
7,81,Models/RandomForest/RF_7_81V1.pkl,173.567,RF,1
7,81,Models/XGBoost/XGB_7_81V1.pkl,14.7661,XGB,1
7,80,Models/RandomForest/RF_7_80V1.pkl,55.7831,RF,1
7,80,Models/XGBoost/XGB_7_80V1.pkl,6.9719,XGB,1
7,79,Models/RandomForest/RF_7_79V1.pkl,348.6564,RF,1
7,79,Models/XGBoost/XGB_7_79V1.pkl,114.12799999999999,XGB,1
7,74,Models/RandomForest/RF_7_74V1.pkl,338.7916,RF,1
7,74,Models/XGBoost/XGB_7_74V1.pkl,361.9298,XGB,1
7,72,Models/RandomForest/RF_7_72V1.pkl,10046.9373,RF,1
7,72,Models/XGBoost/XGB_7_72V1.pkl,4178.5731,XGB,1
7,71,Models/RandomForest/RF_7_71V1.pkl,406.5642,RF,1
7,71,Models/XGBoost/XGB_7_71V1.pkl,108.6001,XGB,1
7,67,Models/RandomForest/RF_7_67V1.pkl,567.6234,RF,1
7,67,Models/XGBoost/XGB_7_67V1.pkl,148.4848,XGB,1
7,60,Models/RandomForest/RF_7_60V1.pkl,32.9764,RF,1
7,60,Models/XGBoost/XGB_7_60V1.pkl,25.307,XGB,1
7,59,Models/RandomForest/RF_7_59V1.pkl,19.6929,RF,1
7,59,Models/XGBoost/XGB_7_59V1.pkl,26.5668,XGB,1
7,58,Models/RandomForest/RF_7_58V1.pkl,273.7569,RF,1
7,58,Models/XGBoost/XGB_7_58V1.pkl,218.4311,XGB,1
7,56,Models/RandomForest/RF_7_56V1.pkl,688.1538,RF,1
7,56,Models/XGBoost/XGB_7_56V1.pkl,776.7819999999997,XGB,1
7,55,Models/RandomForest/RF_7_55V1.pkl,947.7872,RF,1
7,55,Models/XGBoost/XGB_7_55V1.pkl,1487.0643,XGB,1
7,94,Models/RandomForest/RF_7_94V1.pkl,229.9233,RF,1
7,94,Models/XGBoost/XGB_7_94V1.pkl,228.1227,XGB,1
34,36,Models/RandomForest/RF_34_36V1.pkl,142.4882,RF,1
34,36,Models/XGBoost/XGB_34_36V1.pkl,76.9103,XGB,1
35,98,Models/RandomForest/RF_35_98V1.pkl,44.9063,RF,1
35,98,Models/XGBoost/XGB_35_98V1.pkl,48.7791,XGB,1
6,97,Models/RandomForest/RF_6_97V1.pkl,490.6672,RF,1
6,97,Models/XGBoost/XGB_6_97V1.pkl,465.6326,XGB,1
37,5,Models/RandomForest/RF_37_5V1.pkl,181.6976,RF,1
37,5,Models/XGBoost/XGB_37_5V1.pkl,80.35600000000002,XGB,1
37,6,Models/RandomForest/RF_37_6V1.pkl,11.3794,RF,1
37,6,Models/XGBoost/XGB_37_6V1.pkl,11.0808,XGB,1
37,7,Models/RandomForest/RF_37_7V1.pkl,89.8841,RF,1
37,7,Models/XGBoost/XGB_37_7V1.pkl,126.145,XGB,1
37,8,Models/RandomForest/RF_37_8V1.pkl,361.0888,RF,1
37,8,Models/XGBoost/XGB_37_8V1.pkl,143.9534,XGB,1
37,9,Models/RandomForest/RF_37_9V1.pkl,23.2843,RF,1
37,9,Models/XGBoost/XGB_37_9V1.pkl,2.3343,XGB,1
37,10,Models/RandomForest/RF_37_10V1.pkl,45.0772,RF,1
37,10,Models/XGBoost/XGB_37_10V1.pkl,6.3112,XGB,1
37,11,Models/RandomForest/RF_37_11V1.pkl,149.0352,RF,1
37,11,Models/XGBoost/XGB_37_11V1.pkl,153.5343,XGB,1
